genome_id,species,cluster_id
GEN-0217,Escherichia coli,CL-0016
GEN-0218,Escherichia coli,CL-0016
GEN-0219,Escherichia coli,CL-0016
GEN-0220,Escherichia coli,CL-0016
GEN-0221,Escherichia coli,CL-0016
GEN-0222,Escherichia coli,CL-0016
GEN-0223,Escherichia coli,CL-0016
GEN-0224,Escherichia coli,CL-0016
GEN-0225,Escherichia coli,CL-0016
GEN-0226,Escherichia coli,CL-0016
GEN-0227,Escherichia coli,CL-0016
GEN-0228,Escherichia coli,CL-0016
GEN-0229,Escherichia coli,CL-0016
GEN-0230,Escherichia coli,CL-0016
GEN-0231,Escherichia coli,CL-0016
GEN-0232,Escherichia coli,CL-0016
GEN-0233,Escherichia coli,CL-0016
GEN-0234,Escherichia coli,CL-0016
GEN-0235,Escherichia coli,CL-0016
GEN-0236,Escherichia coli,CL-0016
GEN-0237,Escherichia coli,CL-0016
GEN-0238,Escherichia coli,CL-0016
GEN-0239,Escherichia coli,CL-0016
GEN-0240,Escherichia coli,CL-0016
GEN-0241,Escherichia coli,CL-0016
GEN-0242,Escherichia coli,CL-0016
GEN-0243,Escherichia coli,CL-0016
GEN-0244,Escherichia coli,CL-0016
GEN-0245,Escherichia coli,CL-0016
GEN-0246,Escherichia coli,CL-0017
GEN-0247,Escherichia coli,CL-0017
GEN-0248,Escherichia coli,CL-0017
GEN-0249,Escherichia coli,CL-0017
GEN-0250,Escherichia coli,CL-0017
GEN-0251,Escherichia coli,CL-0017
GEN-0252,Escherichia coli,CL-0017
GEN-0253,Escherichia coli,CL-0017
GEN-0254,Escherichia coli,CL-0017
GEN-0255,Escherichia coli,CL-0018
GEN-0256,Escherichia coli,CL-0018
GEN-0257,Escherichia coli,CL-0018
GEN-0258,Escherichia coli,CL-0018
GEN-0259,Escherichia coli,CL-0018
GEN-0260,Escherichia coli,CL-0018
GEN-0261,Escherichia coli,CL-0018
GEN-0262,Escherichia coli,CL-0019
GEN-0263,Escherichia coli,CL-0019
GEN-0264,Escherichia coli,CL-0019
GEN-0265,Escherichia coli,CL-0019
GEN-0266,Escherichia coli,CL-0019
GEN-0267,Escherichia coli,CL-0019
GEN-0268,Escherichia coli,CL-0019
GEN-0269,Escherichia coli,CL-0019
GEN-0270,Escherichia coli,CL-0019
GEN-0271,Escherichia coli,CL-0020
GEN-0272,Escherichia coli,CL-0020
GEN-0273,Escherichia coli,CL-0020
GEN-0274,Escherichia coli,CL-0020
GEN-0275,Escherichia coli,CL-0020
GEN-0276,Escherichia coli,CL-0020
GEN-0277,Escherichia coli,CL-0021
GEN-0278,Escherichia coli,CL-0021
GEN-0279,Escherichia coli,CL-0021
GEN-0280,Escherichia coli,CL-0021
GEN-0281,Escherichia coli,CL-0021
GEN-0282,Escherichia coli,CL-0021
GEN-0283,Escherichia coli,CL-0022
GEN-0284,Escherichia coli,CL-0022
GEN-0285,Escherichia coli,CL-0022
GEN-0286,Escherichia coli,CL-0022
GEN-0287,Escherichia coli,CL-0022
GEN-0288,Escherichia coli,CL-0022
GEN-0289,Escherichia coli,CL-0022
GEN-0290,Escherichia coli,CL-0022
GEN-0291,Escherichia coli,CL-0022
GEN-0292,Escherichia coli,CL-0022
GEN-0293,Escherichia coli,CL-0022
GEN-0294,Escherichia coli,CL-0022
GEN-0295,Escherichia coli,CL-0023
GEN-0296,Escherichia coli,CL-0023
GEN-0297,Escherichia coli,CL-0023
GEN-0298,Escherichia coli,CL-0023
GEN-0299,Escherichia coli,CL-0023
GEN-0300,Escherichia coli,CL-0023
GEN-0301,Escherichia coli,CL-0023
GEN-0302,Escherichia coli,CL-0023
GEN-0303,Escherichia coli,CL-0023
GEN-0304,Escherichia coli,CL-0024
GEN-0305,Escherichia coli,CL-0024
GEN-0306,Escherichia coli,CL-0024
GEN-0307,Escherichia coli,CL-0024
GEN-0308,Escherichia coli,CL-0024
GEN-0309,Escherichia coli,CL-0024
GEN-0310,Escherichia coli,CL-0024
GEN-0311,Escherichia coli,CL-0024
GEN-0312,Escherichia coli,CL-0024
GEN-0313,Escherichia coli,CL-0024
GEN-0314,Escherichia coli,CL-0024
GEN-0315,Escherichia coli,CL-0024
GEN-0316,Escherichia coli,CL-0024
GEN-0317,Escherichia coli,CL-0024
GEN-0318,Escherichia coli,CL-0024
GEN-0319,Escherichia coli,CL-0024
GEN-0320,Escherichia coli,CL-0024
GEN-0321,Escherichia coli,CL-0024
GEN-0322,Escherichia coli,CL-0024
GEN-0323,Escherichia coli,CL-0024
GEN-0324,Escherichia coli,CL-0024
GEN-0325,Escherichia coli,CL-0024
GEN-0326,Escherichia coli,CL-0024
GEN-0327,Escherichia coli,CL-0025
GEN-0328,Escherichia coli,CL-0025
GEN-0329,Escherichia coli,CL-0025
GEN-0330,Escherichia coli,CL-0025
GEN-0331,Escherichia coli,CL-0025
GEN-0332,Escherichia coli,CL-0025
GEN-0333,Escherichia coli,CL-0025
GEN-0334,Escherichia coli,CL-0026
GEN-0335,Escherichia coli,CL-0026
GEN-0336,Escherichia coli,CL-0026
GEN-0337,Escherichia coli,CL-0026
GEN-0338,Escherichia coli,CL-0026
GEN-0339,Escherichia coli,CL-0026
GEN-0340,Escherichia coli,CL-0026
GEN-0341,Escherichia coli,CL-0027
GEN-0342,Escherichia coli,CL-0027
GEN-0343,Escherichia coli,CL-0027
GEN-0344,Escherichia coli,CL-0027
GEN-0345,Escherichia coli,CL-0027
GEN-0346,Escherichia coli,CL-0027
GEN-0347,Escherichia coli,CL-0027
GEN-0348,Escherichia coli,CL-0027
GEN-0349,Escherichia coli,CL-0027
GEN-0350,Escherichia coli,CL-0027
GEN-0351,Escherichia coli,CL-0027
GEN-0352,Escherichia coli,CL-0028
GEN-0353,Escherichia coli,CL-0028
GEN-0354,Escherichia coli,CL-0028
GEN-0355,Escherichia coli,CL-0028
GEN-0356,Escherichia coli,CL-0028
GEN-0357,Escherichia coli,CL-0028
GEN-0358,Escherichia coli,CL-0028
GEN-0359,Escherichia coli,CL-0029
GEN-0360,Escherichia coli,CL-0029
GEN-0361,Escherichia coli,CL-0029
GEN-0362,Escherichia coli,CL-0029
GEN-0363,Escherichia coli,CL-0029
GEN-0364,Escherichia coli,CL-0030
GEN-0365,Escherichia coli,CL-0030
GEN-0366,Escherichia coli,CL-0030
GEN-0367,Escherichia coli,CL-0030
GEN-0368,Escherichia coli,CL-0030
GEN-0369,Escherichia coli,CL-0030
GEN-0370,Escherichia coli,CL-0031
GEN-0371,Escherichia coli,CL-0031
GEN-0372,Escherichia coli,CL-0031
GEN-0373,Escherichia coli,CL-0031
GEN-0374,Escherichia coli,CL-0031
GEN-0375,Escherichia coli,CL-0031
GEN-0376,Escherichia coli,CL-0031
GEN-0377,Escherichia coli,CL-0031
GEN-0378,Escherichia coli,CL-0031
GEN-0379,Escherichia coli,CL-0031
GEN-0380,Escherichia coli,CL-0032
GEN-0381,Escherichia coli,CL-0032
GEN-0382,Escherichia coli,CL-0032
GEN-0383,Escherichia coli,CL-0032
GEN-0384,Escherichia coli,CL-0032
GEN-0385,Escherichia coli,CL-0032
GEN-0386,Escherichia coli,CL-0032
GEN-0387,Escherichia coli,CL-0032
GEN-0388,Escherichia coli,CL-0033
GEN-0389,Escherichia coli,CL-0033
GEN-0390,Escherichia coli,CL-0033
GEN-0391,Escherichia coli,CL-0033
GEN-0392,Escherichia coli,CL-0033
GEN-0393,Escherichia coli,CL-0033
GEN-0394,Escherichia coli,CL-0033
GEN-0395,Escherichia coli,CL-0033
GEN-0396,Escherichia coli,CL-0033
GEN-0397,Escherichia coli,CL-0033
GEN-0398,Escherichia coli,CL-0033
GEN-0399,Escherichia coli,CL-0033
GEN-0400,Escherichia coli,CL-0033
GEN-0401,Escherichia coli,CL-0034
GEN-0402,Escherichia coli,CL-0034
GEN-0403,Escherichia coli,CL-0034
GEN-0404,Escherichia coli,CL-0034
GEN-0405,Escherichia coli,CL-0034
GEN-0406,Escherichia coli,CL-0035
GEN-0407,Escherichia coli,CL-0035
GEN-0408,Escherichia coli,CL-0035
GEN-0409,Escherichia coli,CL-0035
GEN-0410,Escherichia coli,CL-0035
GEN-0411,Escherichia coli,CL-0035
GEN-0412,Escherichia coli,CL-0035
GEN-0413,Escherichia coli,CL-0035
GEN-0414,Escherichia coli,CL-0035
GEN-0415,Escherichia coli,CL-0035
GEN-0416,Escherichia coli,CL-0036
GEN-0417,Escherichia coli,CL-0036
GEN-0418,Escherichia coli,CL-0036
GEN-0419,Escherichia coli,CL-0036
GEN-0420,Escherichia coli,CL-0036
GEN-0421,Escherichia coli,CL-0036
GEN-0422,Escherichia coli,CL-0037
GEN-0423,Escherichia coli,CL-0037
GEN-0424,Escherichia coli,CL-0037
GEN-0425,Escherichia coli,CL-0037
GEN-0426,Escherichia coli,CL-0037
GEN-0427,Escherichia coli,CL-0037
GEN-0428,Escherichia coli,CL-0037
GEN-0429,Escherichia coli,CL-0038
GEN-0430,Escherichia coli,CL-0038
GEN-0431,Escherichia coli,CL-0038
GEN-0432,Escherichia coli,CL-0038
GEN-0433,Escherichia coli,CL-0038
GEN-0434,Escherichia coli,CL-0038
GEN-0435,Escherichia coli,CL-0038
GEN-0436,Escherichia coli,CL-0038
GEN-0437,Escherichia coli,CL-0038
GEN-0438,Escherichia coli,CL-0038
GEN-0439,Escherichia coli,CL-0038
GEN-0440,Escherichia coli,CL-0038
GEN-0441,Escherichia coli,CL-0038
GEN-0442,Escherichia coli,CL-0038
GEN-0443,Escherichia coli,CL-0038
GEN-0444,Escherichia coli,CL-0038
GEN-0445,Escherichia coli,CL-0038
GEN-0446,Escherichia coli,CL-0038
GEN-0447,Escherichia coli,CL-0038
GEN-0448,Escherichia coli,CL-0038
GEN-0449,Escherichia coli,CL-0038
GEN-0450,Escherichia coli,CL-0038
GEN-0451,Escherichia coli,CL-0038
GEN-0452,Escherichia coli,CL-0038
GEN-0453,Escherichia coli,CL-0038
GEN-0454,Escherichia coli,CL-0038
GEN-0455,Escherichia coli,CL-0038
GEN-0456,Escherichia coli,CL-0038
GEN-0457,Escherichia coli,CL-0038
GEN-0458,Escherichia coli,CL-0038
GEN-0459,Escherichia coli,CL-0038
GEN-0460,Escherichia coli,CL-0038
GEN-0461,Escherichia coli,CL-0038
GEN-0462,Escherichia coli,CL-0038
GEN-0463,Escherichia coli,CL-0038
GEN-0464,Escherichia coli,CL-0038
GEN-0465,Escherichia coli,CL-0038
GEN-0466,Escherichia coli,CL-0038
GEN-0467,Escherichia coli,CL-0038
GEN-0468,Escherichia coli,CL-0038
GEN-0469,Escherichia coli,CL-0038
GEN-0470,Escherichia coli,CL-0039
GEN-0471,Escherichia coli,CL-0039
GEN-0472,Escherichia coli,CL-0039
GEN-0473,Escherichia coli,CL-0039
GEN-0474,Escherichia coli,CL-0039
GEN-0475,Escherichia coli,CL-0039
GEN-0476,Escherichia coli,CL-0039
GEN-0477,Escherichia coli,CL-0039
GEN-0478,Escherichia coli,CL-0039
GEN-0479,Escherichia coli,CL-0039
GEN-0480,Escherichia coli,CL-0039
GEN-0481,Escherichia coli,CL-0039
GEN-0482,Escherichia coli,CL-0039
GEN-0483,Escherichia coli,CL-0040
GEN-0484,Escherichia coli,CL-0040
GEN-0485,Escherichia coli,CL-0040
GEN-0486,Escherichia coli,CL-0040
GEN-0487,Escherichia coli,CL-0040
GEN-0488,Escherichia coli,CL-0040
GEN-0489,Escherichia coli,CL-0040
GEN-0490,Escherichia coli,CL-0040
GEN-0491,Escherichia coli,CL-0040
GEN-0492,Escherichia coli,CL-0040
GEN-0493,Escherichia coli,CL-0040
GEN-0494,Escherichia coli,CL-0040
GEN-0495,Escherichia coli,CL-0040
GEN-0496,Escherichia coli,CL-0040
GEN-0497,Escherichia coli,CL-0040
GEN-0498,Escherichia coli,CL-0040
GEN-0499,Escherichia coli,CL-0040
GEN-0500,Escherichia coli,CL-0040
GEN-0501,Escherichia coli,CL-0040
GEN-0502,Escherichia coli,CL-0040
GEN-0503,Escherichia coli,CL-0040
GEN-0504,Escherichia coli,CL-0040
GEN-0505,Escherichia coli,CL-0040
GEN-0506,Escherichia coli,CL-0040
GEN-0507,Escherichia coli,CL-0040
GEN-0508,Escherichia coli,CL-0040
GEN-0509,Escherichia coli,CL-0040
GEN-0510,Escherichia coli,CL-0040
GEN-0511,Escherichia coli,CL-0040
GEN-0512,Escherichia coli,CL-0040
GEN-0513,Escherichia coli,CL-0040
GEN-0514,Escherichia coli,CL-0040
GEN-0515,Escherichia coli,CL-0040
GEN-0516,Escherichia coli,CL-0040
GEN-0517,Escherichia coli,CL-0040
GEN-0518,Escherichia coli,CL-0040
GEN-0519,Escherichia coli,CL-0040
GEN-0520,Escherichia coli,CL-0040
GEN-0521,Escherichia coli,CL-0040
GEN-0522,Escherichia coli,CL-0040
GEN-0523,Escherichia coli,CL-0040
GEN-0524,Escherichia coli,CL-0040
GEN-0525,Escherichia coli,CL-0040
GEN-0526,Escherichia coli,CL-0040
GEN-0527,Escherichia coli,CL-0040
GEN-0528,Escherichia coli,CL-0040
GEN-0529,Escherichia coli,CL-0040
GEN-0530,Escherichia coli,CL-0040
GEN-0531,Escherichia coli,CL-0040
GEN-0532,Escherichia coli,CL-0040
GEN-0533,Escherichia coli,CL-0040
GEN-0534,Escherichia coli,CL-0040
GEN-0535,Escherichia coli,CL-0040
GEN-0536,Escherichia coli,CL-0040
GEN-0537,Escherichia coli,CL-0040
GEN-0538,Escherichia coli,CL-0040
GEN-0539,Escherichia coli,CL-0040
GEN-0540,Escherichia coli,CL-0040
GEN-0541,Escherichia coli,CL-0040
GEN-0542,Escherichia coli,CL-0040
GEN-0543,Escherichia coli,CL-0040
GEN-0544,Escherichia coli,CL-0040
GEN-0545,Escherichia coli,CL-0040
GEN-0546,Escherichia coli,CL-0040
GEN-0547,Escherichia coli,CL-0040
GEN-0548,Escherichia coli,CL-0040
GEN-0549,Escherichia coli,CL-0041
GEN-0550,Escherichia coli,CL-0041
GEN-0551,Escherichia coli,CL-0041
GEN-0552,Escherichia coli,CL-0041
GEN-0553,Escherichia coli,CL-0041
GEN-0554,Escherichia coli,CL-0041
GEN-0555,Escherichia coli,CL-0041
GEN-0556,Escherichia coli,CL-0041
GEN-0557,Escherichia coli,CL-0041
GEN-0558,Escherichia coli,CL-0041
GEN-0559,Escherichia coli,CL-0041
GEN-0560,Escherichia coli,CL-0041
GEN-0561,Escherichia coli,CL-0041
GEN-0562,Escherichia coli,CL-0041
GEN-0563,Escherichia coli,CL-0041
GEN-0564,Escherichia coli,CL-0041
GEN-0565,Escherichia coli,CL-0041
GEN-0566,Escherichia coli,CL-0042
GEN-0567,Escherichia coli,CL-0042
GEN-0568,Escherichia coli,CL-0042
GEN-0569,Escherichia coli,CL-0042
GEN-0570,Escherichia coli,CL-0042
GEN-0571,Escherichia coli,CL-0042
GEN-0572,Escherichia coli,CL-0042
GEN-0573,Escherichia coli,CL-0042
GEN-0574,Escherichia coli,CL-0042
GEN-0575,Escherichia coli,CL-0042
GEN-0576,Escherichia coli,CL-0042
GEN-0577,Escherichia coli,CL-0042
GEN-0578,Escherichia coli,CL-0042
GEN-0579,Escherichia coli,CL-0042
GEN-0580,Escherichia coli,CL-0042
GEN-0581,Escherichia coli,CL-0042
GEN-0582,Escherichia coli,CL-0042
GEN-0583,Escherichia coli,CL-0042
GEN-0584,Escherichia coli,CL-0042
GEN-0585,Escherichia coli,CL-0042
GEN-0586,Escherichia coli,CL-0042
GEN-0587,Escherichia coli,CL-0042
GEN-0588,Escherichia coli,CL-0042
GEN-0589,Escherichia coli,CL-0043
GEN-0590,Escherichia coli,CL-0043
GEN-0591,Escherichia coli,CL-0043
GEN-0592,Escherichia coli,CL-0043
GEN-0593,Escherichia coli,CL-0043
GEN-0594,Escherichia coli,CL-0043
GEN-0595,Escherichia coli,CL-0044
GEN-0596,Escherichia coli,CL-0044
GEN-0597,Escherichia coli,CL-0044
GEN-0598,Escherichia coli,CL-0044
GEN-0599,Escherichia coli,CL-0044
GEN-0600,Escherichia coli,CL-0044
