Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
562,"562.98495","Escherichia coli d98b445a-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99639","Escherichia coli a6746ca8-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99160","Escherichia coli d406510e-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97797","Escherichia coli 12cd556e-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.140850","Escherichia coli 018-E1-DxU","ampicillin/sulbactam","Susceptible",,,,,"Disk diffusion",,,"Hardy Diagnostics","CLSI",2015,,,,"Laboratory Method",,"31455657"
562,"562.98484","Escherichia coli 7ff2236e-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.45611","Escherichia coli strain EC_97","ampicillin/sulbactam","Susceptible","15",,"15","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.99290","Escherichia coli 3e2d647e-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98601","Escherichia coli 9e06c98a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100811","Escherichia coli f379e7d6-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99476","Escherichia coli a5357ae4-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100187","Escherichia coli b5ef94b4-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.58789","Escherichia coli strain ENV684","ampicillin","Susceptible",,,,,"Disk diffusion",,,"Thermo Fisher Scientific","clsi",2013,,,,"Laboratory Method",,"29184361"
562,"562.65320","Escherichia coli strain AMC_74","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65675","Escherichia coli strain AMC_189","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65230","Escherichia coli strain AMC_470","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98288","Escherichia coli 9178dae6-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98156","Escherichia coli 85488c76-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.98531","Escherichia coli b0731476-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.22709","Escherichia coli O1:H7 strain ECO0194","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.65106","Escherichia coli strain AMC_892","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98486","Escherichia coli 7f48a5d2-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100053","Escherichia coli 4009b63a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98481","Escherichia coli 13d6b13a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.97862","Escherichia coli b195592c-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99310","Escherichia coli 3ed20740-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97803","Escherichia coli 2e07e6f0-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99298","Escherichia coli 3d8264b6-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98413","Escherichia coli 98074992-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98175","Escherichia coli 50046076-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.144954","Escherichia coli PT_EC0008","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.65448","Escherichia coli strain AMC_724","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.99300","Escherichia coli 446306b4-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.29003","Escherichia coli strain AR_0378","ampicillin/sulbactam","Susceptible","==4/2","=","4/2","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.100293","Escherichia coli c6c77338-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.45658","Escherichia coli strain EC_39","ampicillin/sulbactam","Susceptible","15",,"15","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.99437","Escherichia coli 5051a3ea-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99819","Escherichia coli 7f62382a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.29003","Escherichia coli strain AR_0378","ampicillin","Susceptible","==4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
562,"562.145047","Escherichia coli PT_EC0217","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.100685","Escherichia coli 9604128e-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.65279","Escherichia coli strain AMC_426","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65108","Escherichia coli strain AMC_887","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.100648","Escherichia coli 935b4584-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.57220","Escherichia coli strain 24742_1#180","ampicillin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.98422","Escherichia coli 99cca150-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99850","Escherichia coli f80f973c-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.145038","Escherichia coli PT_EC0036","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.98062","Escherichia coli 2e46b56a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.57101","Escherichia coli strain 24742_1#283","ampicillin","Susceptible",,,,,"Broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
562,"562.100674","Escherichia coli 7fb1a1d0-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7636","Escherichia coli strain 204263_aEPEC","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.65231","Escherichia coli strain AMC_472","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98657","Escherichia coli 16a2c21e-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.7709","Escherichia coli strain 504324","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.100113","Escherichia coli ebc7d1ba-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100174","Escherichia coli eaea6f32-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98987","Escherichia coli 572908de-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100213","Escherichia coli cb8de866-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99723","Escherichia coli 5c6fcea4-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.65491","Escherichia coli strain AMC_146","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.100447","Escherichia coli 0374b49a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99094","Escherichia coli 18a42a62-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99262","Escherichia coli e14aa0aa-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100380","Escherichia coli 93410868-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99828","Escherichia coli f2f4c038-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97829","Escherichia coli 841dc4d8-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99403","Escherichia coli 52edba30-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.7758","Escherichia coli strain 402635","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.65460","Escherichia coli strain AMC_711","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65052","Escherichia coli strain AMC_275","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65276","Escherichia coli strain AMC_424","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65482","Escherichia coli strain AMC_166","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98844","Escherichia coli bf99e4f2-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99337","Escherichia coli e168413c-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.65743","Escherichia coli strain AMC_218","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.65187","Escherichia coli strain AMC_517","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.7780","Escherichia coli strain 300086_aEPEC","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99867","Escherichia coli e7fca8e4-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100323","Escherichia coli 0a2a4642-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.65670","Escherichia coli strain AMC_197","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98954","Escherichia coli 8740b314-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99427","Escherichia coli 554af446-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99270","Escherichia coli ca3817ee-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99623","Escherichia coli 8ccd2722-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99591","Escherichia coli a81ebe5a-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.97951","Escherichia coli 84184482-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.98721","Escherichia coli a929dd8a-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.100934","Escherichia coli 2a797986-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100864","Escherichia coli d5a3a106-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98201","Escherichia coli 2f078efc-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.65543","Escherichia coli strain AMC_658","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.7732","Escherichia coli strain 302701","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.100400","Escherichia coli 9823ef76-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.100437","Escherichia coli 02809928-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.64848","Escherichia coli strain AMC_970","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.98191","Escherichia coli 50d3ca3c-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.100732","Escherichia coli a475684a-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98661","Escherichia coli bdd88ff6-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.65489","Escherichia coli strain AMC_150","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.99752","Escherichia coli 8cb52b82-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98977","Escherichia coli c206ae96-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98942","Escherichia coli 8b4cbae8-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.99888","Escherichia coli af6dcc96-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.64971","Escherichia coli strain AMC_95","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.99488","Escherichia coli 865b9b4a-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98506","Escherichia coli b7b1af7c-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.98898","Escherichia coli a86de9cc-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
562,"562.7722","Escherichia coli strain 503331","ampicillin","Susceptible","8",,"8","mg/L","Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.64986","Escherichia coli strain AMC_753","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.100519","Escherichia coli d5646f2c-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.45663","Escherichia coli strain EC_08","ampicillin/sulbactam","Susceptible","20",,"20","mm","Disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
562,"562.65129","Escherichia coli strain AMC_178","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.22712","Escherichia coli O6:H1 strain ECO0197","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.65369","Escherichia coli strain AMC_371","ampicillin","Susceptible",,,,,,,,,"eucast",2019,,,,"Laboratory Method",,"32205351"
562,"562.7734","Escherichia coli strain R302583-2A","ampicillin","Susceptible",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",,,,,"Laboratory Method",,"30127495"
562,"562.99575","Escherichia coli e608bc62-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.144973","Escherichia coli PT_EC0175","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",2021,,,,"Laboratory Method",,"36363724"
562,"562.97872","Escherichia coli 42464d50-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.97956","Escherichia coli 2f8ae158-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,"E-test",,,,,,,"Laboratory Method",,
562,"562.99040","Escherichia coli 8f8ee708-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.99102","Escherichia coli e4c1ce7a-7bb8-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,"EUCAST",,,,,"Laboratory Method",,
562,"562.98812","Escherichia coli 6b88c18e-7bb9-11e9-a8d3-68b59976a384","ampicillin","Susceptible",,,,,"Disk diffusion",,,,,,,,,"Laboratory Method",,
